"","category_list","funding_total_usd","country_code","invest_duration","deals","ex_sd","ex_sd_5years","ex_mean_5years","IPO_mean_5years","IPO_growth_5years","MA_mean_5years","MA_growth_5years","label"
"4042","Games",8250000,"USA",0,1,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"4043","Games",40000,"IND",0,1,33381.9487012152,6411.86518753553,79270.754,3.13333333333333,-0.125,7.91666666666667,-0.7,"0"
"4044","Pharmaceuticals",7479291,"NLD",0,5,354.665676198768,128.227526568986,1097.738,22.45,-0.411764705882353,45.6166666666667,0.111111111111111,"0"
"4045","Advertising",63360000,"FRA",338.428571428571,8,354.665676198768,126.626562181874,527.41,35.1833333333333,-0.625,19.0333333333333,-0.5,"1"
"4046","Security",250000,"USA",0,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"4047","Charter Schools",11400000,"USA",43.8571428571429,7,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"4048","Enterprises",1e+06,"AUS",0,3,515.222230010564,80.1404026069248,1506.574,25.1166666666667,1.21428571428571,29.95,-0.342857142857143,"0"
"4049","Mobile",48720000,"USA",161.714285714286,19,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"4050","Curated Web",40000,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4051","Clean Technology",97613550,"USA",469.857142857143,25,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"0"
"4052","Audio",5e+05,"USA",0,1,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"4053","Software",25000,"USA",0,1,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"4054","E-Commerce",1e+06,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4055","Agriculture",9e+06,"ISR",0,4,1338.02627967053,258.276794795816,4683.654,12.5166666666667,0.8,9.63333333333333,-0.117647058823529,"0"
"4056","Advertising",1800015,"USA",79,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"4057","Hardware + Software",80587000,"USA",146.714285714286,24,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"4058","Software",2e+07,"USA",105.571428571429,3,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4059","Cloud Data Services",270383,"AUT",19.2857142857143,1,354.665676198768,69.1122172267682,1060.602,12.25,0.25,16.4,0,"0"
"4060","Digital Media",5400000,"USA",97.7142857142857,17,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4061","Collaboration",10500000,"USA",161.714285714286,3,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"4062","Health and Wellness",21487877,"USA",78.7142857142857,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"4063","Ad Targeting",5e+06,"ISR",85.5714285714286,14,1338.02627967053,258.276794795816,4683.654,12.5166666666667,0.8,9.63333333333333,-0.117647058823529,"0"
"4064","Consumer Electronics",2e+05,"USA",16.4285714285714,2,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4065","Mobile",255510,"JPN",70.7142857142857,2,38839.0739421941,5794.57424785032,133915.03,16.7833333333333,1.53846153846154,19.6666666666667,-0.25,"0"
"4066","Internet",3e+06,"USA",0,3,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"4067","Events",1828900,"GBR",98.2857142857143,5,332.650930201571,97.3817857712622,866.34,46.0166666666667,0.037037037037037,41.15,-0.025,"0"
"4068","Advertising",2e+06,"USA",0,1,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"4069","Consumer Electronics",1435000,"USA",126,4,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4070","Information Services",1e+06,"USA",0,3,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"4071","Business Services",25000,"USA",0,1,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"4072","Analytics",120412,"CAN",95.8571428571429,2,505.85272116889,113.033210164093,1522.52,17.1,0.545454545454545,47.5833333333333,0.65625,"0"
"4073","Crowdsourcing",650000,"CAN",0,2,505.85272116889,104.649017577806,1510.416,18.9333333333333,-0.444444444444444,41.3,0.195652173913043,"0"
"4074","Curated Web",437500,"USA",0,2,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4075","Crowdfunding",34107,"GBR",0,1,332.650930201571,97.3817857712622,866.34,46.0166666666667,0.037037037037037,41.15,-0.025,"0"
"4076","Customer Support Tools",5750000,"CAN",130.142857142857,6,505.85272116889,122.296525175493,1529.582,17.9333333333333,-0.36,44.2666666666667,0.6,"0"
"4077","Collaboration",6e+06,"USA",0,2,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"1"
"4078","Apps",80000,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4079","Real Estate",1700000,"USA",100.428571428571,1,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"4080","Android",1300000,"USA",0,2,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"1"
"4081","Software",22300000,"USA",173.285714285714,10,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"4082","Crowdfunding",15862857,"GBR",54.1428571428571,6,332.650930201571,120.912204925723,899.39,45.9,0.151515151515152,33.8666666666667,0.172413793103448,"0"
"4083","Crowdfunding",320000,"USA",41,2,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"4084","Advertising",12035360,"USA",112.285714285714,5,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"1"
"4085","Big Data",25000,"USA",0.714285714285714,2,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"4086","Brand Marketing",1e+06,"USA",105,4,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4087","Cloud Data Services",2.8e+07,"USA",289.428571428571,32,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"4088","Crowdfunding",5900000,"USA",123.714285714286,17,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"4089","Brand Marketing",770000,"USA",35.7142857142857,13,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4090","Advertising",3600000,"GBR",161.285714285714,2,332.650930201571,121.755071845078,881.552,45.7333333333333,-0.222222222222222,38.4666666666667,0.0606060606060606,"0"
"4091","Digital Media",1e+06,"CAN",79.8571428571429,2,505.85272116889,122.296525175493,1529.582,17.9333333333333,-0.36,44.2666666666667,0.6,"0"
"4092","Facebook Applications",2250463,"USA",275.857142857143,11,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4093","Crowdsourcing",786993,"CAN",58,7,505.85272116889,122.296525175493,1529.582,17.9333333333333,-0.36,44.2666666666667,0.6,"0"
"4094","Crowdsourcing",2380000,"USA",96.5714285714286,20,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4095","Marketplaces",372395.678079513,"CAN",76,4,505.85272116889,113.033210164093,1522.52,17.1,0.545454545454545,47.5833333333333,0.65625,"0"
"4096","Advertising",1e+06,"USA",0,10,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"4097","Consumer Lending",1900000,"USA",0,4,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"4098","Analytics",10028500,"USA",263.428571428571,6,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"4099","Big Data",2500000,"USA",0,10,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"4100","Business Services",880000,"USA",121.571428571429,2,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4101","Software",150000,"USA",65,3,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"4102","Crowdfunding",24600000,"USA",172.428571428571,8,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"4103","Blogging Platforms",40000,"USA",0,1,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"4104","Crowdsourcing",170660,"CAN",41.4285714285714,4,505.85272116889,113.033210164093,1522.52,17.1,0.545454545454545,47.5833333333333,0.65625,"0"
"4105","Facebook Applications",4.9e+07,"USA",105.857142857143,12,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"4106","Crowdfunding",1475000,"USA",1.85714285714286,3,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"4107","Security",1.56e+08,"USA",176.571428571429,8,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"4108","Brand Marketing",2200000,"USA",0,8,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4109","Advertising",1.5e+07,"USA",241.714285714286,10,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"4110","Finance",67100000,"USA",156.857142857143,40,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4111","P2P Money Transfer",40000,"CHL",0,1,294424.696602214,47284.4299421102,787904.286,14.05,0.375,8.73333333333333,-0.571428571428571,"0"
"4112","Cloud-Based Music",71000,"USA",55.1428571428571,3,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4113","Analytics",16176000,"USA",197,10,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"4114","Crowdsourcing",14570000,"JPN",144.428571428571,10,38839.0739421941,5794.57424785032,133915.03,16.7833333333333,1.53846153846154,19.6666666666667,-0.25,"1"
"4115","Media",2962524,"NLD",0,2,354.665676198768,149.855723180665,1073.778,22.5833333333333,0.6875,44.1333333333333,0.473684210526316,"0"
"4116","Crowdfunding",35000,"USA",0,2,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4117","Biotechnology",82950000,"USA",333.428571428571,12,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"4118","Facebook Applications",130000,"USA",139.714285714286,2,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"4119","Big Data Analytics",138000,"USA",45.2857142857143,1,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"4120","Art",115015,"IND",0.428571428571429,3,33381.9487012152,5817.33538683906,81240.942,3.25,1,6.46666666666667,-0.625,"1"
"4121","Application Platforms",16800000,"USA",89.2857142857143,22,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"4122","Travel",253194,"GBR",25.5714285714286,1,332.650930201571,128.997638272954,892.644,45.9666666666667,-0.184210526315789,36.2,0.5,"0"
"4123","Leisure",1740000,"USA",29.1428571428571,7,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"4124","Recruiting",581551,"SWE",0,1,3592.94496040463,1066.78372344164,9917.59,15.5833333333333,0.5,20.2166666666667,0.19047619047619,"0"
"4125","Accounting",1219093.65024844,"GBR",56.7142857142857,4,332.650930201571,241.986560019353,783.924,39.2166666666667,-0.516666666666667,34.7,-0.64,"0"
"4126","Business Services",7e+06,"USA",0,1,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"4127","E-Commerce",430000,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4128","Mobile",5840116,"SWE",147.714285714286,5,3592.94496040463,1103.69341147349,9630.824,13.8666666666667,1.85714285714286,21.0166666666667,0.166666666666667,"0"
"4129","Games",26799993,"USA",407,5,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"1"
"4130","Advertising",12032712,"USA",137,5,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"4131","Collaboration",180000,"USA",0,4,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"4132","Banking",1e+07,"SWE",31.1428571428571,2,3592.94496040463,905.693509350708,9806.894,17.7,0.583333333333333,21.5333333333333,1.04347826086957,"0"
"4133","Health Care",250000,"USA",30,3,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"4134","Biotechnology",3800000,"USA",52,1,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"4135","Cyber Security",861714,"GRC",102.142857142857,1,354.665676198768,128.227526568986,1097.738,5.51666666666667,-0.833333333333333,0.65,-0.5,"1"
"4136","Finance",20000,"HKG",0,1,3170.63543963043,376.379427931443,9650.132,17.6,-0.548387096774194,15.7666666666667,-0.5,"0"
"4137","E-Commerce",65000,"GBR",0,1,332.650930201571,97.3817857712622,866.34,46.0166666666667,0.037037037037037,41.15,-0.025,"0"
"4138","Networking",280000,"USA",0,7,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"1"
"4139","Software",898270,"FRA",0,1,354.665676198768,69.1122172267682,1060.602,29.3166666666667,0.380952380952381,29.3833333333333,1.4,"0"
"4140","Biotechnology",2400000,"GBR",0,3,332.650930201571,251.474457649281,643.03,40,-0.166666666666667,36.65,-0.412698412698413,"0"
"4141","Games",2194059.61456089,"KOR",139.142857142857,1,489702.373787573,254269.903926392,1558856.242,20.05,-0.815789473684211,18.7666666666667,-0.731707317073171,"0"
"4142","Software",1.2e+07,"USA",44.1428571428571,3,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4143","Messaging",6545530,"GBR",0,2,332.650930201571,168.966802123968,870.038,40.7166666666667,0.133333333333333,32.75,-0.03125,"0"
"4144","Enterprise Software",42130000,"USA",235.142857142857,2,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"4145","Cloud Data Services",4.5e+07,"ISR",286.142857142857,8,1338.02627967053,1336.00774584955,4707.358,12.9166666666667,-0.855072463768116,12.0166666666667,-0.115384615384615,"0"
"4146","Apps",261000,"USA",0,2,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4147","Advertising",1400000,"GBR",122,1,332.650930201571,97.3817857712622,866.34,46.0166666666667,0.037037037037037,41.15,-0.025,"0"
"4148","Robotics",120000,"SGP",0,3,477.426460215571,219.794846095171,1803.522,16.45,-0.740740740740741,17.8666666666667,-0.352941176470588,"0"
"4149","Advertising",1.3e+07,"CHN",140.142857142857,6,2423.75249523914,1156.0872190367,5286.208,18.9833333333333,-0.0666666666666667,3.51666666666667,-0.714285714285714,"0"
"4150","Audio",114869,"ESP",52.1428571428571,3,354.665676198768,69.1122172267682,1060.602,30.8666666666667,-0.342857142857143,35.6666666666667,-0.179487179487179,"0"
"4151","Big Data",2e+05,"KOR",0,2,489702.373787573,228283.611324908,1498484.766,14.5166666666667,-0.0833333333333333,10.0833333333333,2.25,"0"
"4152","Software",7700000,"USA",0,2,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4153","Collaboration",11500000,"USA",91.4285714285714,3,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"1"
"4154","Analytics",6065500,"ITA",121.571428571429,3,354.665676198768,149.855723180665,1073.778,21.5,0.25,19.3833333333333,-0.233333333333333,"0"
"4155","Mobile",2400000,"TWN",138.571428571429,7,11538.748511734,4811.19885694616,41263.546,23,-0.631578947368421,5.35,-0.363636363636364,"0"
"4156","Mobile",10000,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"4157","Home Automation",618192,"HUN",60.8571428571429,1,127029.938065285,22828.1228342273,325600.572,12.95,-0.785714285714286,3.58333333333333,-0.2,"0"
"4158","Information Technology",160000,"IND",86,2,33381.9487012152,5817.33538683906,81240.942,3.25,1,6.46666666666667,-0.625,"0"
"4159","Biotechnology",5e+05,"CAN",0,1,505.85272116889,104.649017577806,1510.416,18.9333333333333,-0.444444444444444,41.3,0.195652173913043,"0"
"4160","Software",3540000,"DEU",52.7142857142857,5,354.665676198768,254.506711601089,770.57,30.3166666666667,-0.107142857142857,44.2833333333333,0.142857142857143,"0"
"4161","Curated Web",4715000,"USA",52.1428571428571,13,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"1"
